item_id,b
adaptive-rejection-sampler,-0.5915049910545349
bn-fit-modify,-0.9183963537216187
break-filter-js-from-html,1.3472589254379272
build-cython-ext,0.711322009563446
build-pmars,-2.8961808681488037
build-pov-ray,-1.1537057161331177
caffe-cifar-10,3.7075958251953125
cancel-async-tasks,-0.9632619023323059
chess-best-move,3.4846818447113037
cobol-modernization,-4.330137729644775
code-from-image,-2.5003066062927246
configure-git-webserver,-1.4561727046966553
constraints-scheduling,-5.726168155670166
count-dataset-tokens,-0.18123787641525269
crack-7z-hash,-1.4981482028961182
custom-memory-heap-crash,-2.469853401184082
db-wal-recovery,2.6597049236297607
distribution-search,-2.2157223224639893
dna-assembly,3.8766872882843018
extract-elf,-1.5774338245391846
extract-moves-from-video,5.225363254547119
feal-differential-cryptanalysis,0.7150254249572754
filter-js-from-html,6.614887714385986
financial-document-processor,1.4582267999649048
fix-code-vulnerability,-1.466331958770752
fix-git,-4.787610054016113
fix-ocaml-gc,-1.222279667854309
gcode-to-text,4.2497782707214355
git-leak-recovery,-3.838594436645508
git-multibranch,-2.836376905441284
gpt2-codegolf,6.641267776489258
hf-model-inference,-2.504488706588745
large-scale-text-editing,-1.0092968940734863
llm-inference-batching-scheduler,1.025179147720337
log-summary-date-ranges,-1.5123140811920166
mailman,-0.6478021144866943
make-doom-for-mips,8.426020622253418
mcmc-sampling-stan,-1.207884430885315
modernize-scientific-stack,-4.88812255859375
mteb-leaderboard,3.2158124446868896
mteb-retrieve,3.2590131759643555
multi-source-data-merger,-4.843347072601318
nginx-request-logging,-4.311158180236816
openssl-selfsigned-cert,-1.953739047050476
overfull-hbox,0.43325164914131165
password-recovery,0.14005468785762787
path-tracing,2.571251630783081
path-tracing-reverse,3.0854549407958984
polyglot-rust-c,3.3285350799560547
portfolio-optimization,-3.558292865753174
protein-assembly,2.2886428833007812
prove-plus-comm,-4.837192058563232
pypi-server,-2.5783214569091797
qemu-alpine-ssh,0.7984537482261658
query-optimize,-0.14748317003250122
raman-fitting,6.661698341369629
regex-log,-2.3079750537872314
reshard-c4-data,0.3601360023021698
rstan-to-pystan,0.08652983605861664
sam-cell-seg,4.94516134262085
sanitize-git-repo,0.5332210063934326
schemelike-metacircular-eval,0.5642732381820679
sparql-university,0.3974006772041321
sqlite-db-truncate,0.5622086524963379
sqlite-with-gcov,-2.079817056655884
torch-pipeline-parallelism,4.331181049346924
torch-tensor-parallelism,3.622765302658081
tune-mjcf,-0.9450181722640991
vulnerable-secret,-2.2475340366363525
winning-avg-corewars,0.681967556476593
write-compressor,2.4257946014404297
